datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes
"2013-04-01 09:17:54-03"	IPT	BCTW	19443	"Inga maritima"	S	Plantae	Magnoliophyta	Magnoliopsida			Inga	maritima		Benth.	"Haroldo C. Lima"														Brasil	"Rio de Janeiro"	"Cabo Frio"	"Praia da Ilha do Japonês, ao lado do bar do Nacil"	0	0	-42.0186	-22.8794	40069												"Árvore encontrada em mata de restinga bastante alterada. Flores brancas, folhas compostas discolores, madeira dura"
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						"Herb. Fl.157"		"Martius, CFP"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						s.n.		"Weddell, HA"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						s.n.		"Miers, J"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						s.n.		"Gaudichaud Beaupré, C"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						751		"Gardner, G"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						s.n.		"Lund, PW"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						89		"Vauthier, AC"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						1379		"Glaziou, AFM"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2017-09-11 17:09:59-03"	UnB	HBVIRTFLBRAS		"Inga maritima"	O	Plantae				Fabaceae	Inga	maritima		Benth.						s.n.		"Luschnath, B"						"Southern America"	Brazil	"Rio de Janeiro"		"in maritimis alibique provinciae Rio de Janeiro"	0	0															
"2018-05-14 16:45:47-03"	F	FMNH-SEEDPLANTS	V0161383F	"Inga maritima"	PreservedSpecimen	Plantae	Spermatophyta	Dicotyledoneae		Fabaceae	Inga	maritima			"RRC ID Flag"					609	609	"B. M. J. Lutz"						"South America"	Brazil	"Rio de Janeiro"			0	0															
"2018-05-14 16:29:45-03"	F	FMNH-SEEDPLANTS	V0161384F	"Inga maritima"	PreservedSpecimen	Plantae	Spermatophyta	Dicotyledoneae		Fabaceae	Inga	maritima			"RRC ID Flag"					3658	3658	"D. Sucre"						"South America"	Brazil	"Rio de Janeiro"			0	0															
"2020-07-23 12:14:23-03"	CEPLAC	CEPEC	130710	"Inga maritima"	PreservedSpecimen	Plantae				Mimosaceae	Inga	maritima			"R. D. Ribeiro"					985		"R. D. Ribeiro"	1996	06	07				Brasil	"Rio de Janeiro"	"ARMAÇÃO DE BÚZIOS"	"Rasa, proximidades do Aeroporto e do Clube de Golfe."	-41.949722	-22.774722														30/12/2008	
"2020-07-23 12:14:23-03"	CEPLAC	CEPEC	133625	"Inga maritima"	PreservedSpecimen	Plantae				Mimosaceae	Inga	maritima			"R. D. Ribeiro"					1121		"R. D. Ribeiro"	2009	06	10				Brasil	"Rio de Janeiro"	"cabo frio"	"Entorno das dunas do Peró."	0	0	-42.0186004638672	-22.8794002532959	40069											30/12/2009	
"2020-07-23 12:14:23-03"	CEPLAC	CEPEC	38343	"Inga maritima"	PreservedSpecimen	Plantae				Mimosaceae	Inga	maritima			"C. Farney"					504		"C. Farney"	1985	01	01				Brasil	"Rio de Janeiro"	saquarema	"Prox. a Praia de Itauna."	0	0	-42.5102996826172	-22.9200000762939	17036											30/12/1985	
"2020-07-23 12:14:23-03"	CEPLAC	CEPEC	38344	"Inga maritima"	PreservedSpecimen	Plantae				Mimosaceae	Inga	maritima			"C. Farney"					333		"C. Farney"	1983	07	24				Brasil	"Rio de Janeiro"	saquarema		0	0	-42.5102996826172	-22.9200000762939	17036											30/12/1983	
"2020-07-23 12:14:23-03"	CEPLAC	CEPEC	38378	"Inga maritima"	PreservedSpecimen	Plantae				Mimosaceae	Inga	maritima			"C. Farney"					325		"C. Farney"	1983	07	16				Brasil	"Rio de Janeiro"	MARICÁ	"Prox. ao Morro do Mololo."	0	0	-42.8185997009277	-22.9193992614746	20726											30/12/1985	
"2020-11-04 11:09:34-03"	ESALQ	ESA	126056	"Inga maritima"	PreservedSpecimen	Plantae	Magnoliophyta			Fabaceae	Inga	maritima			"Quinet, A."					657.0		"Quinet, A."	1905	06	24				Brasil	"Rio de Janeiro"	Búzios		0	0															
"2020-11-04 11:09:34-03"	ESALQ	ESA	125719	"Inga maritima"	PreservedSpecimen	Plantae	Magnoliophyta			Fabaceae	Inga	maritima								12.0		"Ribeiro, R.D."	1905	06	25				Brasil	"Rio de Janeiro"	"Cabo Frio"		0	0	-42.0186004638672	-22.8794002532959	40069												
"2020-11-04 11:09:34-03"	ESALQ	ESA	125710	"Inga maritima"	PreservedSpecimen	Plantae	Magnoliophyta			Fabaceae	Inga	maritima			"Ribeiro, R.D."	1905	06	26		664.0		"Quinet, A."	1905	06	24				Brasil	"Rio de Janeiro"	"Cabo Frio"		0	0	-42.0186004638672	-22.8794002532959	40069												
"2020-11-05 13:53:50-03"	UNIRIO	HUNI	2031	"Inga maritima"	PreservedSpecimen	Plantae				Leguminosae	Inga	maritima		Benth.	"M.F. Castilhori"							"A.C.A. Defaveri; J.A. Ferrão; A. Sato; J.V. Soares"	2007	10					Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Parque Natural Municipal de Grumari (PNM Grumari)"	-43.533056	-23.048611															"Material frutificado. Habitat: Restinga Habito: Arbusto"
"2020-11-05 13:53:50-03"	UNIRIO	HUNI	4347	"Inga maritima"	PreservedSpecimen	Plantae				Leguminosae	Inga	maritima		Benth.	"S.Z. Cordeiro"							"B.S. Haiad"	2009	05	20				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Restinga da Marambaia. Faixa de vegetação arbórea."	-43.594722	-23.049444															"Material doado pelo Colégio Militar do Rio de Janeiro (CMRJ). Flores brancas em inflorescência, com botões. Insetos polinizadores nas flores no momento da coleta. Habitat: Restinga Habito: Arbusto"
"2020-11-05 13:53:50-03"	UNIRIO	HUNI	2030	"Inga maritima"	PreservedSpecimen	Plantae				Leguminosae	Inga	maritima		Benth.	"M.F. Castilhori"							"L.A. Mello; A.C.A. Defaveri; A. Sato"	2007	08	31				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Parque Natural Municipal de Grumari (PNM Grumari)"	-43.533056	-23.048611															"Material frutificado. Habitat: Restinga Habito: Arbusto"
"2020-11-05 13:53:50-03"	UNIRIO	HUNI	4008	"Inga maritima"	PreservedSpecimen	Plantae				Leguminosae	Inga	maritima		Benth.	"S.Z. Cordeiro"					54		"S.Z. Cordeiro; A.C.A. Defaveri; A. Sato"	2016	06	16				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Parque Natural Municipal de Grumari (PNM de Grumari)"	0	0	-43.2075004577637	-22.9027996063232	57442												"Arbusto com ca. 2 m. Inflorescências com flores brancas, aroma adocicado; polinizadores ativos. Habitat: Restinga Habito: Arbusto"
"2020-11-13 09:19:50-03"	UFRJ	RFA	10053	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"M.F. Castilhori"	2019	04	02		3776		"P. Occhioni"	1968	06	13				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Restinga Sernambetiba"	0	0	-43.2075004577637	-22.9027996063232	57442												"Arbusto, flores alvas"
"2020-11-13 09:19:50-03"	UFRJ	RFA	21452	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"H.C. de Lima"					304		"C.M. Rizzini"	1986	01	16				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Ilha da Marambaia, Praia Grande"	0	0	-43.2075004577637	-22.9027996063232	57442												"Arbusto de 1,50m de altura. Flores brancas perfumadas"
"2020-11-13 09:19:50-03"	UFRJ	RFA	21610	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"A.S. Oliveira"	1988				499		"E.M. Occhioni; C.M. Rizzini"	1986	05	15				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Ilha da Marambaia, caminho entre Praia da Base e Praia Grande"	0	0	-43.2075004577637	-22.9027996063232	57442												"Planta lenhosa tortuosa com 2 m de altura, caule único com 5-10 cm de diâmetro coberto de líquens crustáceos. Infl. em botões bastante imaturos"
"2020-11-13 09:19:50-03"	UFRJ	RFA	21670	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"H.C. de Lima"					542		"E.M. Occhioni; C.P. Bove (12), A.M. de Barros (13)"	1986	08	28				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Ilha da Marambaia, Praia Grande"	0	0	-43.2075004577637	-22.9027996063232	57442												"Arbusto isolado com cerca de 1 m de altura. Flores brancas com odor adocicado em justificação"
"2020-06-29 11:30:33-03"	UFRJ	RFA	22580	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"H.C. de Lima"					370		"A.A.A M de Barros"	1988	07	17				Brasil	"Rio de Janeiro"	Maricá	"Próximo à aeronáutica"	0	0	-42.8185997009277	-22.9193992614746	20726												"Subarbusto; flores brancas"
"2020-06-29 11:30:33-03"	UFRJ	RFA	28336	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"H.C. de Lima"	2003	06	26		9		"H.M Dias; D M C dos Santos"	2003	03	30				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Restinga de Marambaia, às margens da estrada que leva para a linha 2, na área do exército"	-43.4075	-22.838056															"Arbusto ca. 4,0 m de altura, frequente na comunidade; heliófila; com glândulas do nectário extra-floral; tricomas ao longo do ramo; estéril"
"2020-11-13 09:19:50-03"	UFRJ	RFA	29210	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"M.F. Castilhori"	2018	11	07		s.n.		"Medina, B.; ,Lira,C.; Soares,J.; Leiner, N."	2001	05	30				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Resrva de Grumari"	0	0	-43.2075004577637	-22.9027996063232	57442												"Ciófila. Arvoreta 3,5 - 4 m de altura. Casca estriada. Folhas membranáceas, verdes. Flores com cálice verde e corola verde. Sem fruto. Rara"
"2020-11-13 09:19:50-03"	UFRJ	RFA	33540	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"G. F. Velasco"					329		"R.C. Lopes; Tatiana U. P. Konno et Mateus A Vasconcelos 1"	2007	09	29				Brasil	"Rio de Janeiro"	Macaé	"Restinga de Jurubatiba, Lagoa de Cabiúnas."	0	0	-41.7868995666504	-22.3708000183105	47209												"Arbusto de 0,7m de altura; folhas membranáceas, inflorescência axial do tipo glomérulo; flores de cálice e corola verdes; comum no local, restinga arbustiva sobre solo arenoso, luminosidade intensa. Presença de formigas."
"2020-06-29 11:30:33-03"	UFRJ	RFA	38941	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.						17		"SeMMA - Prefeitura Macaé; Konno, T.U.P."	2010	10	28				Brasil	"Rio de Janeiro"	Macaé	"Restinga do Barreto"	0	0	-41.7868995666504	-22.3708000183105	47209												
"2020-06-29 11:30:33-03"	UFRJ	RFA	42813	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"M.F. Castilhori"	2018	11	07		865		"R.S. Couto"	2013	07	19				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Barra da Tijuca, terreno do campo de Golfe Olimpico antes das intervenções."	0	0	-43.2075004577637	-22.9027996063232	57442												"Árvore de ramos baixo de ca. 2 m altura. Folhas verde-escuras, flores alvas a amarelas, quando passadas de coloração marrom."
"2020-06-29 11:30:33-03"	UFRJ	RFA	43181	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"C. Y. G. Manão"	2018	10	18		16		"G. Cailleaux; Renato A.A.Borges; Diana Kelly Dias Caldas"	2018	10	18				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Restinga de Grumari."	-43.535278	-23.047778															"Arbusto, 3 m de altura, inflorescência com flores brancas, ainda jovem."
"2020-06-29 11:30:33-03"	UFRJ	RFA	4983	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"M.F. Castilhori"	2019	04	02		3950		"Pereira, E."	1958	07	01				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	Jacarepaguá	0	0	-43.2075004577637	-22.9027996063232	57442												"Arbusto de flores alvas"
"2020-11-13 09:19:50-03"	UFRJ	RFA	8278	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"M.F. Castilhori"	2019	04	02		3589		"P. Occhioni"	1967	08	30				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Restinga da Tijuca"	0	0	-43.2075004577637	-22.9027996063232	57442												"Arbusto de flores alvas"
"2020-11-13 09:19:50-03"	UFRJ	RFA	8640	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"M.F. Castilhori"	2019	04	02		3661		"P. Occhioni"	1968	09	07				Brasil	"Rio de Janeiro"	Maricá	"Restinga de Maricá"	0	0	-42.8185997009277	-22.9193992614746	20726												"Arbusto frequente"
"2020-02-08 09:09:36-03"	NBC	NL-BOTANY	U.1304616	"Inga maritima"	PreservedSpecimen	Plantae		Magnoliopsidae	Fabales	Leguminosae-Mim.	Inga	maritima		Benth.	"Pennington TD"							"Hoehne W"	1964	07	16			"Southern America"	Brazil	"Rio de Janeiro"			0	0														"U 0137449"	"<a href=\"https://data.biodiversitydata.nl/naturalis/specimen/U.1304616\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"
"2020-12-21 16:26:43-03"	MBM	MBM	118970	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Lima, H.C. de"					1691		"Lima, H.C. de; et al.; et al."						"Southern America"	Brazil	"Rio de Janeiro"	"Cabo Frio"	"Morro do Boi"	0	0	-42.0186004638672	-22.8794002532959	40069												
"2020-12-21 16:26:43-03"	MBM	MBM	12300	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Pereira, E."					10706		"Pereira, E."						"Southern America"	Brazil	"Rio de Janeiro"	"Rio de Janeiro"	"Recreio dos Bandeirantes"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2020-12-21 16:26:43-03"	MBM	MBM	398211	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Mendonça-Junior, J.O."	2014	06	30		s.n.		"Mendonça-Junior, J.O.; Mendonça, C.R.; Mendonça, C.R."	2014	06	30			"Southern America"	Brazil	"Rio de Janeiro"	"Campos de Goytacazes"	"Conglomerado 269-2-10-26-R. Proj.: Inventário Florestal Nacional"	-41.040008	-21.757506															"Arbórea, densa, Hm dos Indivíduos 3 metros. Arbusto, com 2 metros de altura, base reta, casca internamente rosa, externamente marrom, fina, áspera. Botão floral verde.; Restinga arbustiva."
"2020-08-31 09:14:45-03"	INPA	INPA	140057	"Inga maritima"	S	Plantae	"Dicotyledon Rosids"		Fabales	Leguminosae-Mim	Inga	maritima		Benth.	"Farney, C de S."	1985				325		"Farney, C de S."	1983	07	16			"Southern America"	Brasil	"Rio de Janeiro"	Maricá	"próxima ao morro do Mololô"	0	0	-42.8185997009277	-22.9193992614746	20726												
"2021-01-10 20:49:56-03"	INPA	INPA	213112	"Inga maritima"	S	Plantae	"Dicotyledon Rosids"		Fabales	Leguminosae-Mim	Inga	maritima		Benth.	"Cowan, RS"	1959	08			I-435		"Vianna, FS"	1953	06	03			"Southern America"	Brasil	"Rio de Janeiro"	"Cabo Frio"	"Arraial do Cabo, Praia do Pontal."	0	0	-42.0186004638672	-22.8794002532959	40069												
"2019-11-01 15:28:16-03"	PUC-RIO	FCAB	8070	"Inga maritima"	PreservedSpecimen	Plantae			Angiospermae	Fabaceae	Inga	maritima		Benth.	"A.S. Souza"	1988				502		"E.M. Occhioni; C.M. Rizzini, 323"	1986	05	15				Brasil	"Rio de Janeiro"	"Ilha da Marambaia"	"Caminho entre a Praia da Base e a Praia Grande"	0	0															"Planta lenhosa ereta ca 2,50 - 3,00 m de altura, caule úmido com 10 cm de diâmetro coberto por liquens foliáceos e rustáceos, copa com 2 m de diâmetro, frutos verdes e pequenos."
"2021-04-07 16:08:49-03"	UENF	HUENF	9649	"Inga maritima"	PreservedSpecimen	Plantae				Leguminosae	Inga	maritima		Benth.	"Lima, H.C."							"Lima, H.C.; Gribel, R.; Martins, R.L.; Gomes, J.C."	2015	07	08				Brasil	"Rio de Janeiro"	Saquarema	"Núcleo Massambaba, Jacarepiá, estrada do Cajueiro, Glebas 5-6. Mata de restinga, solo arenoso. Parque Estadual da Costa do Sol"	-42.440556	-22.924722					15	15									"Arbusto com 1,5 m de altura. Flores com cálice e corola esverdeados, estames alvos . Frequente."
"2021-02-09 10:13:16-03"	UENF	HUENF	7615	"Inga maritima"	PreservedSpecimen	Plantae				Leguminosae	Inga	maritima		Benth.	"Lima, H.C. & D.N.S. Machado"	2016	09	19				"Fraga, M.M.A.C."	2007	11	29				Brasil	"Rio de Janeiro"	"São João da Barra"	"Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara"	-41.031111	-21.74					4	4									
"2021-02-09 10:12:40-03"	UENF	HUENF	12213	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"H.B.M. Viana"	2019	07	16		86		"H.B.M. Viana"	2019	07	16				Brasil	"Rio de Janeiro"	"São João da Barra"	"Iquiparí. Restinga (formação de moitas). RPPN Fazenda Caruára"	-41.027778	-21.746667					6	6									"Arbusto de aprox. 2,5m de altura, apresentando diversas ramificações vindas da base, junto as formações de moita de restiga, floração abundante e vistosa, típica do gênero."
"2019-02-22 11:45:28-03"	IPA	IPA	12694	"Inga maritima"	S	Plantae	Plantae			Leguminosae-Mim.	Inga	maritima		Benth.						3777		"Lima, A."						"Southern America"	Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Estr.p/Recreio dos Bandeirantes. Capoeiras em solo arenoso."	0	0	-43.2075004577637	-22.9027996063232	57442												Fl.alvacenta.
"2021-04-20 15:49:09-03"	IAC	IAC	24904	"Inga maritima"	PreservedSpecimen	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	maritima		Benth.	"F.C.P. Garcia"	1999	08	16		5818		"W. Hoehne"	1964	07	16				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Próximo ao Recreio dos Bandeirantes"	-43.2075	-22.9028															"Flor: de flores alvas Ambiente de coleta: ao sol, na restinga HÃ¡bito vegetativo: Arbustivo"
"2021-04-20 15:49:09-03"	IAC	IAC	24905	"Inga maritima"	PreservedSpecimen	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	maritima		Benth.	"F.C.P. Garcia"	1964	07	13		5757		"W. Hoehne"	1964	07	13				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Barra da Tijuca"	-43.2075	-22.9028															"Flor: de flores alvas Ambiente de coleta: ao sol, na restinga HÃ¡bito vegetativo: Arbusto baixo e ramificado"
"2020-07-02 09:30:00-03"	MO	MOBOT	101201669	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.					Lectotype	"Gardner 751"		"George Gardner"	1841					"South America"	Brazil	"Rio de Janeiro"			0	0											1				
"2011-02-18 15:24:00-02"	MO	MOBOT	2906051	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.						"Gaudichaud-Beaupré 715"		"C. Gaudichaud-Beaupré"						"South America"	Brazil	"Rio de Janeiro"			0	0															
"2008-05-27 22:02:00-03"	MO	MOBOT	2906127	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.						"LOBAO 337"		"* LOBAO"	1998	8	18			"South America"	Brazil	"Rio de Janeiro"		"Municipio de Armacao de Búzios. Praia gorda."	0	0															
"2011-03-22 12:00:00-03"	MO	MOBOT	2906497	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	Riedel					"Riedel 442"		"Ludwig Riedel"	1824					"South America"	Brazil	"Rio de Janeiro"			0	0															
"2021-04-21 22:00:02-03"	US	US	1234154	"Inga maritima"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Inga	maritima		Benth.						s.n.		Rudio						"South America - Neotropics"	Brazil	"Rio de Janeiro"			0	0											1				
"2021-04-21 22:00:02-03"	US	US	1441840	"Inga maritima"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Inga	maritima		Benth.						7480		"A. Frazão"	1916	8				"South America - Neotropics"	Brazil	"Rio de Janeiro"		"Gaven, ad urbem Rio de Janeiro"	0	0											1				
"2021-04-21 22:00:02-03"	US	US	1442558	"Inga maritima"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Inga	maritima		Benth.						16387		"D. Constantino"	1921	6	29			"South America - Neotropics"	Brazil	"Rio de Janeiro"		"In [illegible text] maritimis loco Praia da Gaveo[interpreted]"	0	0											1				
"2021-04-21 22:00:02-03"	US	US	2281030	"Inga maritima"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Inga	maritima		Benth.						319		"I. Restinga"	1953	5	24			"South America - Neotropics"	Brazil	"Rio de Janeiro"		"Cabo Frio Co., Arraial do Cabo, Pontal beach, Restinga interna"	0	0											1				
"2021-04-21 22:00:02-03"	US	US	2281031	"Inga maritima"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Inga	maritima		Benth.						435		"I. Restinga"	1953	6	3			"South America - Neotropics"	Brazil	"Rio de Janeiro"		"Cabo Frio Co., Arraial do Cabo, Pontal beach"	0	0											1				
"2021-04-21 22:00:02-03"	US	US	2281032	"Inga maritima"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Inga	maritima		Benth.						549		"I. Restinga"	1953	4	25			"South America - Neotropics"	Brazil	"Rio de Janeiro"		"Cabo Frio Co., Arraial do Cabo, Pontal beach , Sôbre duna do inicio da restinga interna"	0	0											1				
